0.021974,0.15753,0.030167,0.21421,0.099102,0.23412,0.26314,0.089032,0.24116,0.054765,0.078309,0.15922,0.076295,0.29361,0.26816,0.26134,0.23021,0.16234,0.10512,0.25437,0.12265,0.14226,0.15384,0.087406,0.2657,0.14989,0.30469,0.16693,0.15023,0.30895,0.18906,0.29983,0.21875,0.10068,0.036924,0.13854,0.0055004,0.055213,0.038301,0.19894,0.13024,0.22775,0.044185,0.22284,0.18282,0.037056,0.34942,0.099653,0.22847,0.18721,0.15248,0.26297,0.19529,0.00222,0.17059,0.25787,0.19297,0.2912,0.080261,0.30899,0.20731,0.009148,0.21857,0.3349,0.25613,0.30987,0.28297,0.22001,0.070547,0.011649,0.25964,0.2894,0.21885,0.25289,0.37099,0.25082,0.13672,0.1311,0.23421,0.22333,0.17284,0.24992,0.09915,0.04917,0.27736,0.35225,0.11266,0.070323,0.18094,0.1676,0.073371,0.15269,0.037588,0.22698,0.26775,0.33974,0.21278,0.06614,0.27145,0.32131
0.18692,0.092674,0.19893,0.17911,0.14331,0.22598,0.12532,0.042588,0.34009,0.39695,0.19643,0.0088141,0.12174,0.31403,0.29529,0.23131,0.15308,0.13376,0.095352,0.15865,0.21084,0.24269,0.22367,0.055884,0.24988,0.086636,0.039752,0.20822,0.1034,0.15858,0.0076808,0.011781,0.013605,0.21471,0.12492,0.040873,0.173,0.26674,0.29558,0.29679,0.10931,0.23941,0.088772,0.064287,0.16351,0.17732,0.12225,0.24327,0.087442,0.33025,0.2179,0.097095,0.080438,0.040584,0.076891,0.13962,0.11461,0.14057,0.13577,0.028885,0.11593,0.1329,0.15405,0.28419,0.093824,0.28102,0.015769,0.22413,0.29186,0.16566,0.30174,0.20636,0.033008,0.25092,0.078649,0.064488,0.21606,0.20266,0.15259,0.27824,0.30727,0.22786,0.20597,0.37068,0.087818,0.11344,0.26266,0.18531,0.18468,0.23856,0.15857,0.42145,0.027275,0.043336,0.17913,0.33409,0.042014,0.039366,0.17902,0.17051
0.18893,0.10489,0.22154,0.20375,0.28041,0.16617,0.17155,0.035988,0.20179,0.19544,0.30428,0.069372,0.19065,0.08152,0.15579,0.18442,0.12174,0.10132,0.22379,0.079092,0.24527,0.16401,0.02768,0.46277,0.015145,0.18826,0.1665,0.21873,0.26816,0.16298,0.16664,0.14372,0.28163,0.30931,0.14459,0.21052,0.12433,0.20295,0.15613,0.0040814,0.24555,0.13461,0.025293,0.2393,0.056748,0.20684,0.046269,0.062886,0.21178,0.09198,0.20278,0.12296,0.18432,0.18815,0.15623,0.28178,0.10637,0.090874,0.28662,0.31655,0.2232,0.23691,0.30059,0.1681,0.18579,0.01844,0.1855,0.26469,0.09774,0.28058,0.1848,0.29403,0.26981,0.11339,0.10771,0.28471,0.17586,0.12112,0.068385,0.12999,0.26044,0.25609,0.20917,0.20352,0.060135,0.12224,0.020118,0.04473,0.16892,0.061253,0.32606,0.046574,0.35273,0.13295,0.14026,0.042167,0.11085,0.37998,0.20649,0.0034199
0.30156,0.25925,0.26898,0.13453,0.27941,0.058328,0.064588,0.34155,0.24379,0.069172,0.1282,0.1959,0.3153,0.27767,0.0030586,0.10727,0.26919,0.25601,0.29575,0.1294,0.06174,0.16678,0.235,0.029598,0.021567,0.16858,0.007667,0.14488,0.1121,0.010323,0.32809,0.10381,0.034639,0.29345,0.42541,0.15506,0.25494,0.023129,0.36572,0.18869,0.20482,0.14064,0.26351,0.10613,0.021013,0.22392,0.17044,0.16044,0.18332,0.10617,0.16129,0.25942,0.21936,0.3006,0.096934,0.22842,0.10621,0.35762,0.2073,0.25977,0.13181,0.22301,0.077076,0.049066,0.24504,0.14024,0.010261,0.0051594,0.27346,0.34129,0.012058,0.017065,0.2453,0.17215,0.082439,0.047627,0.18354,0.1536,0.040075,0.12027,0.16086,0.23247,0.052771,0.27321,0.16782,0.13376,0.31507,0.27951,0.27316,0.029077,0.19232,0.20347,0.31138,0.15149,0.25144,0.026437,0.24452,0.12876,0.020052,0.26544
0.11808,0.13796,0.063995,0.009936,0.046946,0.11806,0.064339,0.060499,0.060859,0.098284,0.049766,0.29768,0.25836,0.17285,0.1938,0.17677,0.034167,0.2421,0.21724,0.058476,0.15697,0.13343,0.2221,0.29447,0.20767,0.23528,0.31383,0.18384,0.23306,0.28797,0.19545,0.15202,0.072333,0.095394,0.28658,0.033315,0.013742,0.26706,0.34482,0.24088,0.23607,0.089045,0.0017961,0.058304,0.21921,0.11065,0.26607,0.0065611,0.053725,0.14944,0.18892,0.22075,0.24086,0.11301,0.20592,0.18075,0.11231,0.12789,0.18684,0.23128,0.21718,0.32057,0.17866,0.029697,0.28874,0.094833,0.17007,0.22445,0.26847,0.043936,0.18578,0.24428,0.041163,0.0030815,0.028925,0.23608,0.28603,0.26209,0.3067,0.065343,0.090492,0.055222,0.058747,0.023596,0.13784,0.2535,0.34196,0.29335,0.084307,0.26787,0.31349,0.020403,0.0065596,0.29046,0.10143,0.046757,0.21138,0.21786,0.10444,0.095351
0.14021,0.0040598,0.10089,0.20146,0.073684,0.15522,0.2184,0.38774,0.13138,0.097601,0.087061,0.025189,0.23336,0.017405,0.099293,0.11875,0.26764,0.17923,0.14882,0.17698,0.1284,0.14476,0.16074,0.050395,0.098491,0.067735,0.27414,0.010234,0.24345,0.27067,0.13233,0.31812,0.12513,0.054994,0.24908,0.14163,0.098053,0.16755,0.030785,0.069947,0.12001,0.23031,0.046569,0.22632,0.18591,0.16697,0.11853,0.21152,0.18376,0.10081,0.20044,0.18847,0.24141,0.18314,0.076357,0.012947,0.24054,0.18962,0.22974,0.17006,0.23111,0.17089,0.19708,0.02973,0.19045,0.16054,0.28775,0.28611,0.11655,0.32299,0.0020348,0.1859,0.26168,0.22006,0.18199,0.096693,0.23945,0.22571,0.23155,0.041923,0.1672,0.082424,0.18725,0.0069584,0.061035,0.14396,0.014835,0.35573,0.22793,0.27338,0.085573,0.09021,0.44135,0.19428,0.10174,0.10426,0.10267,0.048192,0.24517,0.061812
0.32639,0.074308,0.28111,0.1943,0.27303,0.19977,0.036146,0.020264,0.17426,0.031425,0.24227,0.15625,0.20386,0.12812,0.36272,0.11747,0.099073,0.24916,0.25059,0.28095,0.1122,0.19332,0.19937,0.079919,0.30053,0.23539,0.256,0.12357,0.19763,0.08685,0.013318,0.13685,0.15022,0.056286,0.015515,0.13728,0.1061,0.22888,0.21379,0.29916,0.00013033,0.18536,0.41829,0.19774,0.226,0.25688,0.28604,0.26182,0.16278,0.1989,0.060296,0.060013,0.11658,0.015753,0.28027,0.27193,0.23182,0.29122,0.024221,0.30123,0.16845,0.045179,0.02944,0.27941,0.11788,0.17722,0.24247,0.29391,0.10877,0.10649,0.042037,0.054835,0.2473,0.12064,0.25364,0.06479,0.24239,0.16066,0.29407,0.17647,0.2447,0.26328,0.30192,0.14797,0.082776,0.32305,0.34005,0.17195,0.10486,0.11298,0.30552,0.33087,0.18314,0.28768,0.26275,0.24954,0.24497,0.069697,0.079575,0.3832
0.00080261,0.29594,0.077002,0.15603,0.1344,0.21478,0.026791,0.15104,0.059412,0.084863,0.024651,0.26611,0.12573,0.027387,0.031744,0.13937,0.25756,0.24619,0.24841,0.47618,0.31599,0.21052,0.085325,0.33568,0.15696,0.096808,0.069423,0.20622,0.21949,0.14979,0.023039,0.090397,0.0064181,0.030776,0.20681,0.37975,0.14311,0.23551,0.074563,0.060281,0.19603,0.17671,0.055715,0.1783,0.13119,0.13379,0.0018578,0.22808,0.25592,0.28297,0.18377,0.054179,0.17051,0.53099,0.26397,0.05516,0.24689,0.005458,0.29203,0.024957,0.26531,0.47999,0.20596,0.29718,0.21378,0.05414,0.34493,0.079467,0.0087905,0.028251,0.038293,0.15612,0.16809,0.23605,0.27539,0.25491,0.024199,0.20815,0.28813,0.12248,0.021105,0.082752,0.18456,0.14334,0.21627,0.2589,0.04649,0.13732,0.22555,0.14982,0.17089,0.2211,0.26974,0.19623,0.080894,0.012314,0.0046233,0.11378,0.1307,0.19434
0.16373,0.1947,0.26656,0.26865,0.081088,0.092205,0.2885,0.21583,0.073326,0.36127,0.28186,0.028731,0.26196,0.29196,0.27597,0.26062,0.27229,0.013803,0.037058,0.20964,0.22655,0.12049,0.13466,0.014117,0.24162,0.23301,0.22199,0.085369,0.18404,0.25759,0.24957,0.13115,0.3083,0.24601,0.38958,0.18269,0.32787,0.016449,0.0375,0.029051,0.28281,0.044571,0.44796,0.15849,0.16204,0.17673,0.17778,0.31218,0.27554,0.15719,0.13083,0.07334,0.12551,0.14801,0.10499,0.026873,0.11823,0.11614,0.10389,0.079257,0.061352,0.068337,0.23735,0.29805,0.2043,0.24162,0.20391,0.049334,0.067977,0.16031,0.22268,0.0045645,0.13377,0.13499,0.084499,0.28195,0.1631,0.021424,0.070281,0.17268,0.12638,0.20257,0.10114,0.011578,0.080149,0.02186,0.031368,0.127,0.1253,0.12149,0.001541,0.087257,0.10448,0.061,0.20709,0.18538,0.3169,0.06627,0.27196,0.17572
0.13835,0.14627,0.10813,0.26109,0.24946,0.14743,0.22742,0.38117,0.17082,0.14371,0.13717,0.21762,0.027413,0.10511,0.050647,0.17835,0.033728,0.23657,0.11612,0.054908,0.12656,0.25282,0.22931,0.22886,0.23436,0.15604,0.03716,0.30576,0.14181,0.18975,0.30426,0.1618,0.28583,0.35734,0.038577,0.30007,0.19923,0.13784,0.1099,0.27607,0.012834,0.2425,0.1014,0.14551,0.31125,0.1674,0.13094,0.18358,0.095475,0.20619,0.22281,0.14616,0.015535,0.28095,0.25567,0.11578,0.13965,0.34032,0.26033,0.0084846,0.0024301,0.15706,0.05126,0.063691,0.061031,0.15023,0.068782,0.0012486,0.23781,0.056961,0.27815,0.17322,0.0047747,0.24783,0.087725,0.10908,0.25822,0.28427,0.040106,0.15908,0.21191,0.11352,0.26722,0.37374,0.069341,0.03272,0.2907,0.090838,0.17215,0.11871,0.23527,0.0011464,0.10762,0.25111,0.10701,0.073901,0.36989,0.17412,0.19871,0.091859
